id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_komoditas,produksi_sayuran,satuan,tahun
1247,32,JAWA BARAT,3274,KOTA CIREBON,TOMAT,0.0,TON,2014
1248,32,JAWA BARAT,3274,KOTA CIREBON,WORTEL,0.0,TON,2014
1249,32,JAWA BARAT,3275,KOTA BEKASI,BAWANG DAUN,0.0,TON,2014
1250,32,JAWA BARAT,3275,KOTA BEKASI,BAWANG MERAH,0.0,TON,2014
1251,32,JAWA BARAT,3275,KOTA BEKASI,BAWANG PUTIH,0.0,TON,2014
1252,32,JAWA BARAT,3275,KOTA BEKASI,BAYAM,2414.0,TON,2014
1253,32,JAWA BARAT,3275,KOTA BEKASI,BLEWAH,0.0,TON,2014
1254,32,JAWA BARAT,3275,KOTA BEKASI,BUNCIS,8.0,TON,2014
1255,32,JAWA BARAT,3275,KOTA BEKASI,CABE BESAR,10.0,TON,2014
1256,32,JAWA BARAT,3275,KOTA BEKASI,CABE RAWIT,15.0,TON,2014
1257,32,JAWA BARAT,3275,KOTA BEKASI,JAMUR,119739.0,TON,2014
1258,32,JAWA BARAT,3275,KOTA BEKASI,KACANG MERAH,0.0,TON,2014
1259,32,JAWA BARAT,3275,KOTA BEKASI,KACANG PANJANG,11.0,TON,2014
1260,32,JAWA BARAT,3275,KOTA BEKASI,KANGKUNG,3201.0,TON,2014
1261,32,JAWA BARAT,3275,KOTA BEKASI,KEMBANG KOL,0.0,TON,2014
1262,32,JAWA BARAT,3275,KOTA BEKASI,KENTANG,0.0,TON,2014
1263,32,JAWA BARAT,3275,KOTA BEKASI,KETIMUN,1.3,TON,2014
1264,32,JAWA BARAT,3275,KOTA BEKASI,KUBIS,0.0,TON,2014
1265,32,JAWA BARAT,3275,KOTA BEKASI,LABU SIAM,0.0,TON,2014
1266,32,JAWA BARAT,3275,KOTA BEKASI,LOBAK,0.0,TON,2014
1267,32,JAWA BARAT,3275,KOTA BEKASI,MELON,0.0,TON,2014
1268,32,JAWA BARAT,3275,KOTA BEKASI,PAPRIKA,0.0,TON,2014
1269,32,JAWA BARAT,3275,KOTA BEKASI,PETSAI/SAWI,2142.0,TON,2014
1270,32,JAWA BARAT,3275,KOTA BEKASI,SEMANGKA,0.0,TON,2014
1271,32,JAWA BARAT,3275,KOTA BEKASI,STROBERI,0.0,TON,2014
1272,32,JAWA BARAT,3275,KOTA BEKASI,TERUNG,4.0,TON,2014
1273,32,JAWA BARAT,3275,KOTA BEKASI,TOMAT,0.0,TON,2014
1274,32,JAWA BARAT,3275,KOTA BEKASI,WORTEL,0.0,TON,2014
1275,32,JAWA BARAT,3276,KOTA DEPOK,BAWANG DAUN,0.0,TON,2014
1276,32,JAWA BARAT,3276,KOTA DEPOK,BAWANG MERAH,0.0,TON,2014
1277,32,JAWA BARAT,3276,KOTA DEPOK,BAWANG PUTIH,0.0,TON,2014
1278,32,JAWA BARAT,3276,KOTA DEPOK,BAYAM,661.0,TON,2014
1279,32,JAWA BARAT,3276,KOTA DEPOK,BLEWAH,0.0,TON,2014
1280,32,JAWA BARAT,3276,KOTA DEPOK,BUNCIS,0.0,TON,2014
1281,32,JAWA BARAT,3276,KOTA DEPOK,CABE BESAR,0.0,TON,2014
1282,32,JAWA BARAT,3276,KOTA DEPOK,CABE RAWIT,0.0,TON,2014
1283,32,JAWA BARAT,3276,KOTA DEPOK,JAMUR,64509.0,TON,2014
1284,32,JAWA BARAT,3276,KOTA DEPOK,KACANG MERAH,0.0,TON,2014
1285,32,JAWA BARAT,3276,KOTA DEPOK,KACANG PANJANG,736.0,TON,2014
1286,32,JAWA BARAT,3276,KOTA DEPOK,KANGKUNG,2165.0,TON,2014
1287,32,JAWA BARAT,3276,KOTA DEPOK,KEMBANG KOL,0.0,TON,2014
1288,32,JAWA BARAT,3276,KOTA DEPOK,KENTANG,0.0,TON,2014
1289,32,JAWA BARAT,3276,KOTA DEPOK,KETIMUN,663.6,TON,2014
1290,32,JAWA BARAT,3276,KOTA DEPOK,KUBIS,0.0,TON,2014
1291,32,JAWA BARAT,3276,KOTA DEPOK,LABU SIAM,0.0,TON,2014
1292,32,JAWA BARAT,3276,KOTA DEPOK,LOBAK,0.0,TON,2014
1293,32,JAWA BARAT,3276,KOTA DEPOK,MELON,0.0,TON,2014
1294,32,JAWA BARAT,3276,KOTA DEPOK,PAPRIKA,0.0,TON,2014
1295,32,JAWA BARAT,3276,KOTA DEPOK,PETSAI/SAWI,0.0,TON,2014
1296,32,JAWA BARAT,3276,KOTA DEPOK,SEMANGKA,0.0,TON,2014
1297,32,JAWA BARAT,3276,KOTA DEPOK,STROBERI,0.0,TON,2014
1298,32,JAWA BARAT,3276,KOTA DEPOK,TERUNG,1521.0,TON,2014
1299,32,JAWA BARAT,3276,KOTA DEPOK,TOMAT,0.0,TON,2014
1300,32,JAWA BARAT,3276,KOTA DEPOK,WORTEL,0.0,TON,2014
1301,32,JAWA BARAT,3277,KOTA CIMAHI,BAWANG DAUN,151.0,TON,2014
1302,32,JAWA BARAT,3277,KOTA CIMAHI,BAWANG MERAH,0.0,TON,2014
1303,32,JAWA BARAT,3277,KOTA CIMAHI,BAWANG PUTIH,0.0,TON,2014
1304,32,JAWA BARAT,3277,KOTA CIMAHI,BAYAM,13.0,TON,2014
1305,32,JAWA BARAT,3277,KOTA CIMAHI,BLEWAH,0.0,TON,2014
1306,32,JAWA BARAT,3277,KOTA CIMAHI,BUNCIS,0.0,TON,2014
1307,32,JAWA BARAT,3277,KOTA CIMAHI,CABE BESAR,21.0,TON,2014
1308,32,JAWA BARAT,3277,KOTA CIMAHI,CABE RAWIT,12.0,TON,2014
1309,32,JAWA BARAT,3277,KOTA CIMAHI,JAMUR,155439.0,TON,2014
1310,32,JAWA BARAT,3277,KOTA CIMAHI,KACANG MERAH,0.0,TON,2014
1311,32,JAWA BARAT,3277,KOTA CIMAHI,KACANG PANJANG,78.0,TON,2014
1312,32,JAWA BARAT,3277,KOTA CIMAHI,KANGKUNG,156.0,TON,2014
1313,32,JAWA BARAT,3277,KOTA CIMAHI,KEMBANG KOL,0.0,TON,2014
1314,32,JAWA BARAT,3277,KOTA CIMAHI,KENTANG,0.0,TON,2014
1315,32,JAWA BARAT,3277,KOTA CIMAHI,KETIMUN,0.0,TON,2014
1316,32,JAWA BARAT,3277,KOTA CIMAHI,KUBIS,0.0,TON,2014
1317,32,JAWA BARAT,3277,KOTA CIMAHI,LABU SIAM,47.0,TON,2014
1318,32,JAWA BARAT,3277,KOTA CIMAHI,LOBAK,0.0,TON,2014
1319,32,JAWA BARAT,3277,KOTA CIMAHI,MELON,0.0,TON,2014
1320,32,JAWA BARAT,3277,KOTA CIMAHI,PAPRIKA,0.0,TON,2014
1321,32,JAWA BARAT,3277,KOTA CIMAHI,PETSAI/SAWI,318.0,TON,2014
1322,32,JAWA BARAT,3277,KOTA CIMAHI,SEMANGKA,0.0,TON,2014
1323,32,JAWA BARAT,3277,KOTA CIMAHI,STROBERI,0.0,TON,2014
1324,32,JAWA BARAT,3277,KOTA CIMAHI,TERUNG,65.0,TON,2014
1325,32,JAWA BARAT,3277,KOTA CIMAHI,TOMAT,11.0,TON,2014
1326,32,JAWA BARAT,3277,KOTA CIMAHI,WORTEL,0.0,TON,2014
1327,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BAWANG DAUN,0.0,TON,2014
1328,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BAWANG MERAH,0.0,TON,2014
1329,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BAWANG PUTIH,0.0,TON,2014
1330,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BAYAM,36.0,TON,2014
1331,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BLEWAH,0.0,TON,2014
1332,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BUNCIS,50.0,TON,2014
1333,32,JAWA BARAT,3278,KOTA TASIKMALAYA,CABE BESAR,480.0,TON,2014
1334,32,JAWA BARAT,3278,KOTA TASIKMALAYA,CABE RAWIT,19.0,TON,2014
1335,32,JAWA BARAT,3278,KOTA TASIKMALAYA,JAMUR,121456.0,TON,2014
1336,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KACANG MERAH,0.0,TON,2014
1337,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KACANG PANJANG,82.0,TON,2014
1338,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KANGKUNG,61.0,TON,2014
1339,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMBANG KOL,0.0,TON,2014
1340,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KENTANG,0.0,TON,2014
1341,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KETIMUN,338.7,TON,2014
1342,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KUBIS,0.0,TON,2014
1343,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LABU SIAM,0.0,TON,2014
1344,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LOBAK,0.0,TON,2014
1345,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MELON,0.0,TON,2014
1346,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PAPRIKA,0.0,TON,2014
1347,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PETSAI/SAWI,56.0,TON,2014
1348,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SEMANGKA,0.0,TON,2014
1349,32,JAWA BARAT,3278,KOTA TASIKMALAYA,STROBERI,0.0,TON,2014
1350,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TERUNG,50.0,TON,2014
1351,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TOMAT,100.0,TON,2014
1352,32,JAWA BARAT,3278,KOTA TASIKMALAYA,WORTEL,0.0,TON,2014
1353,32,JAWA BARAT,3279,KOTA BANJAR,BAWANG DAUN,40.0,TON,2014
1354,32,JAWA BARAT,3279,KOTA BANJAR,BAWANG MERAH,0.0,TON,2014
1355,32,JAWA BARAT,3279,KOTA BANJAR,BAWANG PUTIH,0.0,TON,2014
1356,32,JAWA BARAT,3279,KOTA BANJAR,BAYAM,64.0,TON,2014
1357,32,JAWA BARAT,3279,KOTA BANJAR,BLEWAH,0.0,TON,2014
1358,32,JAWA BARAT,3279,KOTA BANJAR,BUNCIS,0.0,TON,2014
1359,32,JAWA BARAT,3279,KOTA BANJAR,CABE BESAR,31.0,TON,2014
1360,32,JAWA BARAT,3279,KOTA BANJAR,CABE RAWIT,137.0,TON,2014
1361,32,JAWA BARAT,3279,KOTA BANJAR,JAMUR,12666.0,TON,2014
1362,32,JAWA BARAT,3279,KOTA BANJAR,KACANG MERAH,0.0,TON,2014
1363,32,JAWA BARAT,3279,KOTA BANJAR,KACANG PANJANG,303.0,TON,2014
1364,32,JAWA BARAT,3279,KOTA BANJAR,KANGKUNG,157.0,TON,2014
1365,32,JAWA BARAT,3279,KOTA BANJAR,KEMBANG KOL,0.0,TON,2014
1366,32,JAWA BARAT,3279,KOTA BANJAR,KENTANG,0.0,TON,2014
1367,32,JAWA BARAT,3279,KOTA BANJAR,KETIMUN,496.5,TON,2014
1368,32,JAWA BARAT,3279,KOTA BANJAR,KUBIS,0.0,TON,2014
1369,32,JAWA BARAT,3279,KOTA BANJAR,LABU SIAM,4.0,TON,2014
1370,32,JAWA BARAT,3279,KOTA BANJAR,LOBAK,0.0,TON,2014
1371,32,JAWA BARAT,3279,KOTA BANJAR,MELON,0.0,TON,2014
1372,32,JAWA BARAT,3279,KOTA BANJAR,PAPRIKA,0.0,TON,2014
1373,32,JAWA BARAT,3279,KOTA BANJAR,PETSAI/SAWI,183.0,TON,2014
1374,32,JAWA BARAT,3279,KOTA BANJAR,SEMANGKA,0.0,TON,2014
1375,32,JAWA BARAT,3279,KOTA BANJAR,STROBERI,0.0,TON,2014
1376,32,JAWA BARAT,3279,KOTA BANJAR,TERUNG,262.0,TON,2014
1377,32,JAWA BARAT,3279,KOTA BANJAR,TOMAT,261.0,TON,2014
1378,32,JAWA BARAT,3279,KOTA BANJAR,WORTEL,0.0,TON,2014
1379,32,JAWA BARAT,3201,KABUPATEN BOGOR,BAWANG DAUN,1996.5,TON,2015
1380,32,JAWA BARAT,3201,KABUPATEN BOGOR,BAWANG MERAH,0.0,TON,2015
1381,32,JAWA BARAT,3201,KABUPATEN BOGOR,BAWANG PUTIH,0.0,TON,2015
1382,32,JAWA BARAT,3201,KABUPATEN BOGOR,BAYAM,8780.9,TON,2015
1383,32,JAWA BARAT,3201,KABUPATEN BOGOR,BLEWAH,0.0,TON,2015
1384,32,JAWA BARAT,3201,KABUPATEN BOGOR,BUNCIS,3912.7,TON,2015
1385,32,JAWA BARAT,3201,KABUPATEN BOGOR,CABE BESAR,2352.1,TON,2015
1386,32,JAWA BARAT,3201,KABUPATEN BOGOR,CABE RAWIT,882.6,TON,2015
1387,32,JAWA BARAT,3201,KABUPATEN BOGOR,JAMUR,2492926.0,TON,2015
1388,32,JAWA BARAT,3201,KABUPATEN BOGOR,KACANG MERAH,160.1,TON,2015
1389,32,JAWA BARAT,3201,KABUPATEN BOGOR,KACANG PANJANG,8875.4,TON,2015
1390,32,JAWA BARAT,3201,KABUPATEN BOGOR,KANGKUNG,17416.7,TON,2015
1391,32,JAWA BARAT,3201,KABUPATEN BOGOR,KEMBANG KOL,102.4,TON,2015
1392,32,JAWA BARAT,3201,KABUPATEN BOGOR,KENTANG,112.5,TON,2015
1393,32,JAWA BARAT,3201,KABUPATEN BOGOR,KETIMUN,9693.2,TON,2015
1394,32,JAWA BARAT,3201,KABUPATEN BOGOR,KUBIS,99.5,TON,2015
1395,32,JAWA BARAT,3201,KABUPATEN BOGOR,LABU SIAM,413.7,TON,2015
1396,32,JAWA BARAT,3201,KABUPATEN BOGOR,LOBAK,0.0,TON,2015
1397,32,JAWA BARAT,3201,KABUPATEN BOGOR,MELON,0.0,TON,2015
1398,32,JAWA BARAT,3201,KABUPATEN BOGOR,PAPRIKA,0.0,TON,2015
1399,32,JAWA BARAT,3201,KABUPATEN BOGOR,PETSAI/SAWI,2554.7,TON,2015
1400,32,JAWA BARAT,3201,KABUPATEN BOGOR,SEMANGKA,0.0,TON,2015
1401,32,JAWA BARAT,3201,KABUPATEN BOGOR,STROBERI,0.0,TON,2015
1402,32,JAWA BARAT,3201,KABUPATEN BOGOR,TERUNG,8101.4,TON,2015
1403,32,JAWA BARAT,3201,KABUPATEN BOGOR,TOMAT,3828.4,TON,2015
1404,32,JAWA BARAT,3201,KABUPATEN BOGOR,WORTEL,2057.6,TON,2015
1405,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BAWANG DAUN,4147.1,TON,2015
1406,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BAWANG MERAH,395.8,TON,2015
1407,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BAWANG PUTIH,0.0,TON,2015
1408,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BAYAM,59.0,TON,2015
1409,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BLEWAH,12.0,TON,2015
1410,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BUNCIS,9772.7,TON,2015
1411,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,CABE BESAR,13777.4,TON,2015
1412,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,CABE RAWIT,13135.0,TON,2015
1413,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,JAMUR,134115.0,TON,2015
1414,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KACANG MERAH,370.9,TON,2015
1415,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KACANG PANJANG,15281.7,TON,2015
1416,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KANGKUNG,241.0,TON,2015
1417,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KEMBANG KOL,1940.4,TON,2015
1418,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KENTANG,13.0,TON,2015
1419,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KETIMUN,21038.5,TON,2015
1420,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KUBIS,7414.8,TON,2015
1421,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LABU SIAM,3787.8,TON,2015
1422,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LOBAK,0.0,TON,2015
1423,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MELON,14.0,TON,2015
1424,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PAPRIKA,0.0,TON,2015
1425,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PETSAI/SAWI,19308.2,TON,2015
1426,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SEMANGKA,3021.0,TON,2015
1427,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,STROBERI,0.0,TON,2015
1428,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TERUNG,10480.6,TON,2015
1429,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TOMAT,23135.5,TON,2015
1430,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,WORTEL,2101.0,TON,2015
1431,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BAWANG DAUN,30430.2,TON,2015
1432,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BAWANG MERAH,130.0,TON,2015
1433,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BAWANG PUTIH,0.0,TON,2015
1434,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BAYAM,313.1,TON,2015
1435,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BLEWAH,0.0,TON,2015
1436,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BUNCIS,19819.0,TON,2015
1437,32,JAWA BARAT,3203,KABUPATEN CIANJUR,CABE BESAR,59019.9,TON,2015
1438,32,JAWA BARAT,3203,KABUPATEN CIANJUR,CABE RAWIT,19713.5,TON,2015
1439,32,JAWA BARAT,3203,KABUPATEN CIANJUR,JAMUR,816804.0,TON,2015
1440,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KACANG MERAH,715.3,TON,2015
1441,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KACANG PANJANG,10960.9,TON,2015
1442,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KANGKUNG,948.0,TON,2015
1443,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KEMBANG KOL,2582.0,TON,2015
1444,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KENTANG,40.0,TON,2015
1445,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KETIMUN,11694.9,TON,2015
1446,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KUBIS,17697.7,TON,2015
1447,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LABU SIAM,3423.5,TON,2015
1448,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LOBAK,3005.0,TON,2015
1449,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MELON,0.0,TON,2015
1450,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PAPRIKA,22.4,TON,2015
1451,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PETSAI/SAWI,31213.8,TON,2015
1452,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SEMANGKA,0.0,TON,2015
1453,32,JAWA BARAT,3203,KABUPATEN CIANJUR,STROBERI,0.0,TON,2015
1454,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TERUNG,16117.6,TON,2015
1455,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TOMAT,43662.7,TON,2015
1456,32,JAWA BARAT,3203,KABUPATEN CIANJUR,WORTEL,43859.5,TON,2015
1457,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BAWANG DAUN,53472.5,TON,2015
1458,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BAWANG MERAH,37259.0,TON,2015
1459,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BAWANG PUTIH,1008.0,TON,2015
1460,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BAYAM,1855.5,TON,2015
1461,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BLEWAH,0.0,TON,2015
1462,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BUNCIS,17370.0,TON,2015
1463,32,JAWA BARAT,3204,KABUPATEN BANDUNG,CABE BESAR,24970.6,TON,2015
1464,32,JAWA BARAT,3204,KABUPATEN BANDUNG,CABE RAWIT,13310.8,TON,2015
1465,32,JAWA BARAT,3204,KABUPATEN BANDUNG,JAMUR,688818.0,TON,2015
1466,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KACANG MERAH,7330.6,TON,2015
1467,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KACANG PANJANG,3213.1,TON,2015
1468,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KANGKUNG,7632.8,TON,2015
1469,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KEMBANG KOL,7776.5,TON,2015
1470,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KENTANG,84234.2,TON,2015
1471,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KETIMUN,21540.7,TON,2015
1472,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KUBIS,76944.3,TON,2015
1473,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LABU SIAM,56509.2,TON,2015
1474,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LOBAK,9239.5,TON,2015
1475,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MELON,0.0,TON,2015
1476,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PAPRIKA,0.0,TON,2015
1477,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PETSAI/SAWI,56983.8,TON,2015
1478,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SEMANGKA,0.0,TON,2015
1479,32,JAWA BARAT,3204,KABUPATEN BANDUNG,STROBERI,26553.5,TON,2015
1480,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TERUNG,5298.7,TON,2015
1481,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TOMAT,63048.7,TON,2015
1482,32,JAWA BARAT,3204,KABUPATEN BANDUNG,WORTEL,37554.1,TON,2015
1483,32,JAWA BARAT,3205,KABUPATEN GARUT,BAWANG DAUN,44595.6,TON,2015
1484,32,JAWA BARAT,3205,KABUPATEN GARUT,BAWANG MERAH,22038.5,TON,2015
1485,32,JAWA BARAT,3205,KABUPATEN GARUT,BAWANG PUTIH,0.0,TON,2015
1486,32,JAWA BARAT,3205,KABUPATEN GARUT,BAYAM,1634.6,TON,2015
1487,32,JAWA BARAT,3205,KABUPATEN GARUT,BLEWAH,0.0,TON,2015
1488,32,JAWA BARAT,3205,KABUPATEN GARUT,BUNCIS,19215.3,TON,2015
1489,32,JAWA BARAT,3205,KABUPATEN GARUT,CABE BESAR,75720.8,TON,2015
1490,32,JAWA BARAT,3205,KABUPATEN GARUT,CABE RAWIT,31858.7,TON,2015
1491,32,JAWA BARAT,3205,KABUPATEN GARUT,JAMUR,5312.0,TON,2015
1492,32,JAWA BARAT,3205,KABUPATEN GARUT,KACANG MERAH,9642.2,TON,2015
1493,32,JAWA BARAT,3205,KABUPATEN GARUT,KACANG PANJANG,13119.1,TON,2015
1494,32,JAWA BARAT,3205,KABUPATEN GARUT,KANGKUNG,4620.1,TON,2015
1495,32,JAWA BARAT,3205,KABUPATEN GARUT,KEMBANG KOL,1970.4,TON,2015
1496,32,JAWA BARAT,3205,KABUPATEN GARUT,KENTANG,162756.5,TON,2015
1497,32,JAWA BARAT,3205,KABUPATEN GARUT,KETIMUN,16442.3,TON,2015
1498,32,JAWA BARAT,3205,KABUPATEN GARUT,KUBIS,144723.9,TON,2015
1499,32,JAWA BARAT,3205,KABUPATEN GARUT,LABU SIAM,17760.9,TON,2015
1500,32,JAWA BARAT,3205,KABUPATEN GARUT,LOBAK,0.0,TON,2015
1501,32,JAWA BARAT,3205,KABUPATEN GARUT,MELON,0.0,TON,2015
1502,32,JAWA BARAT,3205,KABUPATEN GARUT,PAPRIKA,140.0,TON,2015
1503,32,JAWA BARAT,3205,KABUPATEN GARUT,PETSAI/SAWI,62788.8,TON,2015
1504,32,JAWA BARAT,3205,KABUPATEN GARUT,SEMANGKA,240.0,TON,2015
1505,32,JAWA BARAT,3205,KABUPATEN GARUT,STROBERI,299.6,TON,2015
1506,32,JAWA BARAT,3205,KABUPATEN GARUT,TERUNG,17998.1,TON,2015
1507,32,JAWA BARAT,3205,KABUPATEN GARUT,TOMAT,113226.3,TON,2015
1508,32,JAWA BARAT,3205,KABUPATEN GARUT,WORTEL,44494.3,TON,2015
1509,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BAWANG DAUN,2701.4,TON,2015
1510,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BAWANG MERAH,15.0,TON,2015
1511,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BAWANG PUTIH,0.0,TON,2015
1512,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BAYAM,671.8,TON,2015
1513,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BLEWAH,0.0,TON,2015
1514,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BUNCIS,3225.7,TON,2015
1515,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CABE BESAR,18019.4,TON,2015
1516,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CABE RAWIT,5858.1,TON,2015
1517,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,JAMUR,209116.0,TON,2015
1518,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KACANG MERAH,386.8,TON,2015
1519,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KACANG PANJANG,5479.7,TON,2015
1520,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KANGKUNG,1277.8,TON,2015
1521,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KEMBANG KOL,42.8,TON,2015
1522,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KENTANG,0.0,TON,2015
1523,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KETIMUN,8280.6,TON,2015
1524,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KUBIS,2086.4,TON,2015
1525,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LABU SIAM,278.2,TON,2015
1526,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LOBAK,0.0,TON,2015
1527,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MELON,86.0,TON,2015
1528,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PAPRIKA,0.0,TON,2015
1529,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PETSAI/SAWI,1721.2,TON,2015
1530,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SEMANGKA,157.0,TON,2015
1531,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,STROBERI,932.5,TON,2015
1532,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TERUNG,5193.5,TON,2015
1533,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TOMAT,7331.6,TON,2015
1534,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,WORTEL,32.0,TON,2015
1535,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BAWANG DAUN,1781.8,TON,2015
1536,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BAWANG MERAH,0.0,TON,2015
1537,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BAWANG PUTIH,0.0,TON,2015
