,PAYS,Code,Location,Longitude,Latitude,Date,I_131_(Bq/m3),Cs_134_(Bq/m3),Cs_137_(Bq/m3)
1495,AU,14,VIENNA.,16.36,48.21,86/04/30,49.21,,
1496,AU,14,VIENNA.,16.36,48.21,86/04/30,44.03,,
1497,AU,14,VIENNA.,16.36,48.21,86/04/30,45.14,,
1498,AU,14,VIENNA.,16.36,48.21,86/04/30,30.229,,
1499,AU,14,VIENNA.,16.36,48.21,86/04/30,20.831,,
1500,AU,14,VIENNA.,16.36,48.21,86/05/01,16.095,,
1501,AU,14,VIENNA.,16.36,48.21,86/05/01,16.502,,
1502,AU,14,VIENNA.,16.36,48.21,86/05/01,19.758,,
1503,AU,14,VIENNA.,16.36,48.21,86/05/01,13.838,,
1504,AU,14,VIENNA.,16.36,48.21,86/05/01,17.131,,
1505,AU,14,VIENNA.,16.36,48.21,86/05/01,8.436,,
1506,AU,14,VIENNA.,16.36,48.21,86/05/01,3.1413,,
1507,AU,14,VIENNA.,16.36,48.21,86/05/01,1.776,,
1508,AU,14,VIENNA.,16.36,48.21,86/05/02,0.9694,,
1509,AU,14,VIENNA.,16.36,48.21,86/05/02,0.9694,,
1510,AU,14,VIENNA.,16.36,48.21,86/05/02,0.0999,,
1511,AU,14,VIENNA.,16.36,48.21,86/05/02,1.1914,,
1512,AU,14,VIENNA.,16.36,48.21,86/05/02,1.2099,,
1513,AU,14,VIENNA.,16.36,48.21,86/05/02,1.665,,
1514,AU,14,VIENNA.,16.36,48.21,86/05/03,1.1655,,
1515,AU,14,VIENNA.,16.36,48.21,86/05/03,9.546,,
1516,AU,14,VIENNA.,16.36,48.21,86/05/04,3.515,,
1517,AU,14,VIENNA.,16.36,48.21,86/05/04,2.9859,,
1518,AU,14,VIENNA.,16.36,48.21,86/05/04,2.2977,,
1519,AU,14,VIENNA.,16.36,48.21,86/05/04,1.739,,
1520,AU,14,VIENNA.,16.36,48.21,86/05/05,0.6734,,
1521,AU,14,VIENNA.,16.36,48.21,86/05/05,1.591,,
1522,AU,14,VIENNA.,16.36,48.21,86/05/06,0.962,,
1523,AU,14,VIENNA.,16.36,48.21,86/05/07,1.998,,
1524,AU,14,VIENNA.,16.36,48.21,86/05/07,3.589,,
1525,AU,14,VIENNA.,16.36,48.21,86/05/08,1.517,,
1526,AU,14,VIENNA.,16.36,48.21,86/05/08,0.2479,,
1527,AU,14,VIENNA.,16.36,48.21,86/05/08,0.0777,,
1528,AU,14,VIENNA.,16.36,48.21,86/05/09,0.05513,,
1529,AU,14,VIENNA.,16.36,48.21,86/05/09,0.06179,,
1530,AU,14,VIENNA.,16.36,48.21,86/05/10,0.03811,,
1531,AU,14,VIENNA.,16.36,48.21,86/05/10,0.05624,,
1532,AU,14,VIENNA.,16.36,48.21,86/05/11,0.03552,,
1533,AU,14,VIENNA.,16.36,48.21,86/05/11,0.04218,,
1534,AU,14,VIENNA.,16.36,48.21,86/05/11,0.04699,,
1535,AU,14,VIENNA.,16.36,48.21,86/05/12,0.02146,,
1536,AU,14,VIENNA.,16.36,48.21,86/05/12,0.03071,,
1537,AU,14,VIENNA.,16.36,48.21,86/05/13,0.02812,,
1538,AU,14,VIENNA.,16.36,48.21,86/05/13,0.03182,,
1539,AU,14,VIENNA.,16.36,48.21,86/05/14,0.0185,,
1540,AU,14,VIENNA.,16.36,48.21,86/05/14,0.02886,,
1541,AU,14,VIENNA.,16.36,48.21,86/05/15,0.00851,,
1542,AU,14,VIENNA.,16.36,48.21,86/05/15,0.017575,,
1543,AU,14,VIENNA.,16.36,48.21,86/05/16,0.006623,,
1544,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/28,16.7,,
1545,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/28,18.9,,
1546,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/28,31.0,,
1547,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/28,15.0,,
1548,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/28,11.1,,
1549,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/29,7.7,,
1550,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/29,6.0,,
1551,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/29,4.0,,
1552,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/29,3.1,,
1553,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/29,2.5,,
1554,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/29,2.41,,
1555,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/29,2.23,,
1556,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/29,1.7,,
1557,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/29,1.31,,
1558,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/29,0.56,,
1559,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/29,0.294,,
1560,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/29,0.31,,
1561,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/29,0.224,,
1562,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/29,0.179,,
1563,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/29,4.9,,
1564,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/30,3.5,,
1565,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/30,2.55,,
1566,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/30,1.38,,
1567,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/30,1.14,,
1568,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/04/30,0.84,,
1569,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/01,0.41,,
1570,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/01,0.48,,
1571,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/01,0.6,,
1572,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/01,1.01,,
1573,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/01,0.79,,
1574,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/01,0.66,,
1575,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/01,0.7,,
1576,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/01,0.76,,
1577,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/01,0.96,,
1578,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/02,2.44,,
1579,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/02,0.86,,
1580,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/02,1.03,,
1581,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/02,0.84,,
1582,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/02,0.53,,
1583,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/03,0.36,,
1584,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/03,0.79,,
1585,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/03,0.94,,
1586,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/03,1.03,,
1587,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/04,0.76,,
1588,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/04,0.47,,
1589,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/04,0.53,,
1590,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/04,0.5,,
1591,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/04,0.44,,
1592,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/05,0.184,,
1593,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/05,0.31,,
1595,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/05,0.205,,
1596,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/06,0.128,0.574,
1597,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/06,0.171,,
1598,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/06,0.18,0.54,
1599,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/06,0.162,,
1600,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/07,0.108,1.637,
1601,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/07,0.24,,
1602,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/07,0.228,1.623,
1603,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/08,0.139,,
1604,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/08,0.135,0.948,
1605,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/09,0.081,,
1606,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/09,0.092,0.27,
1607,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/09,0.102,,
1608,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/10,0.075,0.099,
1609,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/10,0.144,,
1610,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/11,0.039,0.264,
1611,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/12,0.038,,
1612,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/12,0.046,0.383,
1613,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/13,0.0169,,
1614,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/14,0.0067,0.06,
1615,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/15,0.0057,,
1617,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/17,0.0031,,
1619,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/21,0.0035,,
1620,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/23,0.00192,0.01,0.005
1621,FI,20,KONALA(Helsinki)NW,25.0,60.13,86/05/26,0.00249,,
1623,FI,20,NURMIJAERVI,24.7,60.45,86/04/28,0.0,0.95,1.79
1624,FI,20,NURMIJAERVI,24.7,60.45,86/04/28,0.0,0.82,1.4
1625,FI,20,NURMIJAERVI,24.7,60.45,86/04/28,0.0,7.2,11.9
1626,FI,20,NURMIJAERVI,24.7,60.45,86/04/29,0.0,0.177,0.32
1627,FI,20,NURMIJAERVI,24.7,60.45,86/04/29,0.0,0.058,0.096
1628,FI,20,NURMIJAERVI,24.7,60.45,86/04/30,0.0,0.094,0.155
1629,FI,20,NURMIJAERVI,24.7,60.45,86/04/30,0.0,0.033,0.056
1630,FI,20,NURMIJAERVI,24.7,60.45,86/05/01,0.0,0.051,0.084
1631,FI,20,NURMIJAERVI,24.7,60.45,86/05/02,0.0,0.0282,0.049
1632,FI,20,NURMIJAERVI,24.7,60.45,86/05/03,0.0,0.0077,0.0132
1633,FI,20,NURMIJAERVI,24.7,60.45,86/05/04,0.0,0.033,0.056
1634,FI,20,NURMIJAERVI,24.7,60.45,86/05/05,0.0,0.0205,0.035
1635,FI,20,NURMIJAERVI,24.7,60.45,86/05/06,0.0,0.0054,0.0091
1636,FI,20,NURMIJAERVI,24.7,60.45,86/05/07,0.0,0.0035,0.0061
1637,FI,20,NURMIJAERVI,24.7,60.45,86/05/08,0.0,0.0072,0.0126
1638,FI,20,NURMIJAERVI,24.7,60.45,86/05/09,0.0,0.0097,0.0174
1639,FI,20,NURMIJAERVI,24.7,60.45,86/05/10,0.0,0.0102,0.0186
1640,FI,20,NURMIJAERVI,24.7,60.45,86/05/11,0.0,0.0041,0.0075
1641,FI,20,NURMIJAERVI,24.7,60.45,86/05/12,0.0,0.0029,0.0054
1642,FI,20,NURMIJAERVI,24.7,60.45,86/05/13,0.0,0.004,0.0075
1643,FI,20,NURMIJAERVI,24.7,60.45,86/05/15,0.0,0.00049,0.00094
1644,FI,20,NURMIJAERVI,24.7,60.45,86/05/16,0.0,0.00037,0.0007
1645,FI,20,NURMIJAERVI,24.7,60.45,86/05/19,0.0,0.00155,0.00272
1646,FI,20,NURMIJAERVI,24.7,60.45,86/05/21,0.0,0.00114,0.00199
1647,FI,20,NURMIJAERVI,24.7,60.45,86/05/23,0.0,0.00064,0.00115
1648,FI,20,NURMIJAERVI,24.7,60.45,86/05/26,0.0,0.00099,0.0018
1649,FI,20,NURMIJAERVI,24.7,60.45,86/05/28,0.0,0.00087,0.00157
1650,FI,20,NURMIJAERVI,24.7,60.45,86/05/30,0.0,0.00043,0.00073
1651,NO,21,BERGEN,10.66,59.9,86/04/28,0.0002,0.0,0.0
1652,NO,21,BERGEN,10.66,59.9,86/04/29,0.3,0.0,0.1
1653,NO,21,BERGEN,10.66,59.9,86/04/30,0.004,0.0,0.001
1654,NO,21,BERGEN,10.66,59.9,86/05/02,0.001,0.0,0.0002
1655,NO,21,BERGEN,10.66,59.9,86/05/05,0.09,0.0,0.02
1656,NO,21,BERGEN,10.66,59.9,86/05/07,0.2,0.0,0.07
1657,NO,21,BERGEN,10.66,59.9,86/05/09,0.07,0.0,0.015
1658,NO,21,BERGEN,10.66,59.9,86/05/12,0.001,0.0,0.0007
1659,NO,21,KJELLER,10.66,59.9,86/04/28,0.12,0.0,0.02
1660,NO,21,KJELLER,10.66,59.9,86/04/29,7.0,0.0,3.0
1661,NO,21,KJELLER,10.66,59.9,86/04/30,0.15,0.0,0.15
1662,NO,21,KJELLER,10.66,59.9,86/05/01,0.0,0.0,0.002
1663,NO,21,KJELLER,10.66,59.9,86/05/01,0.05,0.0,0.0
1664,NO,21,KJELLER,10.66,59.9,86/05/02,0.02,0.0,0.0007
1665,NO,21,KJELLER,10.66,59.9,86/05/05,0.08,0.0,0.001
1666,NO,21,KJELLER,10.66,59.9,86/05/07,0.2,0.0,0.015
1667,NO,21,KJELLER,10.66,59.9,86/05/09,0.25,0.0,0.08
1668,NO,21,KJELLER,10.66,59.9,86/05/12,0.004,0.0,0.001
1669,NO,21,KJELLER,10.66,59.9,86/05/13,0.003,0.0,0.0004
1670,NO,21,KJELLER,10.66,59.9,86/05/14,0.002,0.0,0.0009
1671,NO,21,OSLO,9.8,59.9,86/04/28,0.0,0.0,0.13
1672,NO,21,OSLO,9.8,59.9,86/04/29,0.0,0.0,1.05
1673,NO,21,OSLO,9.8,59.9,86/04/29,0.0,0.0,1.8
1674,NO,21,OSLO,9.8,59.9,86/04/29,0.0,0.0,0.45
1675,NO,21,OSLO,9.8,59.9,86/04/29,0.0,0.0,0.4
1676,NO,21,OSLO,9.8,59.9,86/04/29,0.0,0.0,0.35
1677,NO,21,OSLO,9.8,59.9,86/04/30,0.0,0.0,0.065
1678,NO,21,OSLO,9.8,59.9,86/04/30,0.0,0.0,0.025
1679,NO,21,OSLO,9.8,59.9,86/04/30,0.0,0.0,0.04
1680,NO,21,OSLO,9.8,59.9,86/04/30,0.0,0.0,0.0075
1681,NO,21,OSLO,9.8,59.9,86/05/02,0.0,0.0,0.0085
1682,NO,21,OSLO,9.8,59.9,86/05/02,0.0,0.0,0.003
1683,NO,21,OSLO,9.8,59.9,86/05/04,0.0,0.0,0.0008
1684,NO,21,OSLO,9.8,59.9,86/05/04,0.0,0.0,0.001
1685,NO,21,OSLO,9.8,59.9,86/05/04,0.0,0.0,0.004
1686,NO,21,OSLO,9.8,59.9,86/05/04,0.0,0.0,0.0037
1687,NO,21,OSLO,9.8,59.9,86/05/05,0.0,0.0,0.0065
1688,NO,21,OSLO,9.8,59.9,86/05/05,0.0,0.0,0.01
1689,NO,21,OSLO,9.8,59.9,86/05/05,0.0,0.0,0.013
1690,NO,21,OSLO,9.8,59.9,86/05/05,0.0,0.0,0.027
1691,NO,21,OSLO,9.8,59.9,86/05/06,0.0,0.0,0.016
1692,NO,21,OSLO,9.8,59.9,86/05/06,0.0,0.0,0.012
1693,NO,21,OSLO,9.8,59.9,86/05/06,0.0,0.0,0.008
1694,NO,21,OSLO,9.8,59.9,86/05/06,0.0,0.0,0.02
1695,NO,21,OSLO,9.8,59.9,86/05/07,0.0,0.0,0.016
1696,NO,21,OSLO,9.8,59.9,86/05/07,0.0,0.0,0.0135
1697,NO,21,OSLO,9.8,59.9,86/05/07,0.0,0.0,0.012
1698,NO,21,OSLO,9.8,59.9,86/05/08,0.0,0.0,0.04
1699,NO,21,OSLO,9.8,59.9,86/05/08,0.0,0.0,0.06
1700,NO,21,OSLO,9.8,59.9,86/05/08,0.0,0.0,0.14
1701,NO,21,OSLO,9.8,59.9,86/05/08,0.0,0.0,0.13
1702,NO,21,OSLO,9.8,59.9,86/05/09,0.0,0.0,0.075
1703,NO,21,OSLO,9.8,59.9,86/05/09,0.0,0.0,0.03
1704,NO,21,OSLO,9.8,59.9,86/05/09,0.0,0.0,0.012
1705,NO,21,OSLO,9.8,59.9,86/05/09,0.0,0.0,0.005
1706,NO,21,OSLO,9.8,59.9,86/05/10,0.0,0.0,0.0007
1707,NO,21,OSLO,9.8,59.9,86/05/10,0.0,0.0,0.0025
1708,NO,21,OSLO,9.8,59.9,86/05/10,0.0,0.0,0.0072
1709,NO,21,OSLO,9.8,59.9,86/05/11,0.0,0.0,0.035
1710,NO,21,OSLO,9.8,59.9,86/05/11,0.0,0.0,0.007
1711,NO,21,OSLO,9.8,59.9,86/05/12,0.0,0.0,0.01
1712,NO,21,OSLO,9.8,59.9,86/05/12,0.0,0.0,0.002
1713,NO,21,OSLO,9.8,59.9,86/05/13,0.0,0.0,0.0035
1714,NO,21,OSLO,9.8,59.9,86/05/14,0.0,0.0,0.0023
1715,NO,21,OSLO,9.8,59.9,86/05/15,0.0,0.0,0.0035
1716,NO,21,VAERNES,0.0,0.0,86/04/28,7.0,0.0,2.0
1717,NO,21,VAERNES,0.0,0.0,86/04/29,9.0,0.0,3.0
1718,NO,21,VAERNES,0.0,0.0,86/04/30,5.0,0.0,2.0
1719,NO,21,VAERNES,0.0,0.0,86/05/02,0.3,0.0,0.11
1720,NO,21,VAERNES,0.0,0.0,86/05/05,0.08,0.0,0.0011
1721,NO,21,VAERNES,0.0,0.0,86/05/07,0.2,0.0,0.04
1722,NO,21,VAERNES,0.0,0.0,86/05/09,0.1,0.0,0.025
1723,NO,21,VAERNES,0.0,0.0,86/05/12,0.01,0.0,0.0015
1724,SE,22,GOETEBORG,12.0,57.75,86/04/29,0.469,0.111,0.202
1725,SE,22,GOETEBORG,12.0,57.75,86/04/29,0.011,0.00828,0.0148
1726,SE,22,GOETEBORG,12.0,57.75,86/04/30,0.00397,0.0024,0.00447
1727,SE,22,GOETEBORG,12.0,57.75,86/05/02,0.000856,0.000519,0.000984
1728,SE,22,GOETEBORG,12.0,57.75,86/05/03,0.111,0.000173,0.000279
1729,SE,22,GOETEBORG,12.0,57.75,86/05/04,0.129,0.000396,0.000932
1730,SE,22,GOETEBORG,12.0,57.75,86/05/04,0.169,0.00183,0.00313
1731,SE,22,GOETEBORG,12.0,57.75,86/05/05,0.206,0.00757,0.0128
1732,SE,22,GOETEBORG,12.0,57.75,86/05/06,0.3,0.0078,0.0135
1733,SE,22,GOETEBORG,12.0,57.75,86/05/07,0.206,0.0125,0.0227
1734,SE,22,GOETEBORG,12.0,57.75,86/05/09,0.189,0.0525,0.0955
1735,SE,22,GOETEBORG,12.0,57.75,86/05/10,0.0255,0.00475,0.00847
1736,SE,22,GOETEBORG,12.0,57.75,86/05/11,0.00329,0.000514,0.000944
1737,SE,22,GOETEBORG,12.0,57.75,86/05/12,0.0011,0.000205,0.000364
1738,SE,22,GOETEBORG,12.0,57.75,86/05/13,0.00369,0.00104,0.00181
1739,SE,22,GOETEBORG,12.0,57.75,86/05/14,0.0021,0.000373,0.000659
1740,SE,22,GOETEBORG,12.0,57.75,86/05/15,0.00254,0.000362,0.000687
1741,SE,22,GOETEBORG,12.0,57.75,86/05/16,0.00233,0.000589,0.000977
1742,SE,22,GOETEBORG,12.0,57.75,86/05/17,0.00113,0.00023,0.000398
1743,SE,22,GOETEBORG,12.0,57.75,86/05/18,0.00108,0.00033,0.000565
1744,SE,22,GOETEBORG,12.0,57.75,86/05/19,0.00156,0.000713,0.00125
1745,SE,22,GOETEBORG,12.0,57.75,86/05/20,0.00109,0.00121,0.00209
1746,SE,22,GOETEBORG,12.0,57.75,86/05/22,0.00119,0.00099,0.00174
1747,SE,22,GOETEBORG,12.0,57.75,86/05/23,0.000784,0.000248,0.000444
1748,SE,22,GOETEBORG,12.0,57.75,86/05/26,0.000731,0.00104,0.00181
1749,SE,22,LJUNGBYHED,13.92,56.82,86/04/28,2.77,0.481,0.885
1750,SE,22,LJUNGBYHED,13.92,56.82,86/04/28,0.0379,0.0162,0.0289
1751,SE,22,LJUNGBYHED,13.92,56.82,86/05/02,0.00197,0.00022,0.000307
1752,SE,22,LJUNGBYHED,13.92,56.82,86/05/03,0.00908,0.000198,0.000384
1753,SE,22,LJUNGBYHED,13.92,56.82,86/05/03,0.255,0.000644,0.0011
1754,SE,22,LJUNGBYHED,13.92,56.82,86/05/04,0.217,0.00713,0.012
1755,SE,22,LJUNGBYHED,13.92,56.82,86/05/05,0.183,0.0127,0.0198
1756,SE,22,LJUNGBYHED,13.92,56.82,86/05/05,0.0886,0.00378,0.0067
1757,SE,22,LJUNGBYHED,13.92,56.82,86/05/05,0.336,0.0122,0.0207
1758,SE,22,LJUNGBYHED,13.92,56.82,86/05/05,0.401,0.00713,0.0119
1759,SE,22,LJUNGBYHED,13.92,56.82,86/05/06,0.234,0.00397,0.00675
1760,SE,22,LJUNGBYHED,13.92,56.82,86/05/06,0.107,0.002,0.00376
1761,SE,22,LJUNGBYHED,13.92,56.82,86/05/06,0.277,0.00599,0.0101
1762,SE,22,LJUNGBYHED,13.92,56.82,86/05/06,0.274,0.00334,0.00572
1763,SE,22,LJUNGBYHED,13.92,56.82,86/05/06,0.267,0.003,0.0054
1764,SE,22,LJUNGBYHED,13.92,56.82,86/05/07,0.122,0.00279,0.00472
1765,SE,22,LJUNGBYHED,13.92,56.82,86/05/07,0.153,0.00691,0.0116
1766,SE,22,LJUNGBYHED,13.92,56.82,86/05/07,0.558,0.0391,0.0715
1767,SE,22,LJUNGBYHED,13.92,56.82,86/05/07,1.71,0.184,0.347
1768,SE,22,LJUNGBYHED,13.92,56.82,86/05/08,1.6,0.28,0.508
1769,SE,22,LJUNGBYHED,13.92,56.82,86/05/08,0.612,0.057,0.105
1770,SE,22,LJUNGBYHED,13.92,56.82,86/05/08,1.06,0.194,0.341
1771,SE,22,LJUNGBYHED,13.92,56.82,86/05/08,0.587,0.105,0.191
1772,SE,22,LJUNGBYHED,13.92,56.82,86/05/08,0.0255,0.00209,0.00374
1773,SE,22,LJUNGBYHED,13.92,56.82,86/05/09,0.0167,0.0015,0.00269
1774,SE,22,LJUNGBYHED,13.92,56.82,86/05/09,0.00827,0.000819,0.00136
1775,SE,22,LJUNGBYHED,13.92,56.82,86/05/09,0.0087,0.000291,0.000499
1776,SE,22,LJUNGBYHED,13.92,56.82,86/05/10,0.00877,0.000187,0.00037
1777,SE,22,LJUNGBYHED,13.92,56.82,86/05/11,0.00653,0.00039,0.000625
1778,SE,22,LJUNGBYHED,13.92,56.82,86/05/11,0.145,0.0303,0.0566
1779,SE,22,LJUNGBYHED,13.92,56.82,86/05/12,0.00127,0.00011,0.000195
1780,SE,22,LJUNGBYHED,13.92,56.82,86/05/13,0.00352,0.000407,0.000624
1781,SE,22,LJUNGBYHED,13.92,56.82,86/05/14,0.00466,0.000473,0.000861
1782,SE,22,LJUNGBYHED,13.92,56.82,86/05/15,0.00457,0.000473,0.000842
1783,SE,22,LJUNGBYHED,13.92,56.82,86/05/15,0.0042,0.000398,0.000708
1784,SE,22,LJUNGBYHED,13.92,56.82,86/05/16,0.002,0.00056,0.000973
1785,SE,22,LJUNGBYHED,13.92,56.82,86/05/17,0.00118,0.000105,0.000173
1786,SE,22,LJUNGBYHED,13.92,56.82,86/05/18,0.00158,0.000316,0.000542
1787,SE,22,LJUNGBYHED,13.92,56.82,86/05/19,0.00205,0.000771,0.00137
1788,SE,22,LJUNGBYHED,13.92,56.82,86/05/20,0.00167,0.00113,0.00193
1789,SE,22,LJUNGBYHED,13.92,56.82,86/05/21,0.00199,0.00155,0.00277
1790,SE,22,LJUNGBYHED,13.92,56.82,86/05/22,0.00169,0.000763,0.00137
1791,SE,22,LJUNGBYHED,13.92,56.82,86/05/23,0.00209,0.000986,0.00174
1792,SE,22,LJUNGBYHED,13.92,56.82,86/05/24,0.00225,0.00136,0.00242
1793,SE,22,LJUNGBYHED,13.92,56.82,86/05/25,0.00103,0.00107,0.00188
1794,SE,22,LJUNGBYHED,13.92,56.82,86/05/26,0.000804,0.00078,0.0014
1795,SE,22,LJUNGBYHED,13.92,56.82,86/05/26,0.00197,0.00102,0.00181
1796,SE,22,OESTERSUND,14.67,63.17,86/04/28,0.000925,0.000112,0.0
1797,SE,22,OESTERSUND,14.67,63.17,86/04/28,0.0,0.0,0.0002
1798,SE,22,OESTERSUND,14.67,63.17,86/04/30,0.481,0.0112,0.0189
1799,SE,22,OESTERSUND,14.67,63.17,86/05/01,0.418,0.0289,0.0484
1800,SE,22,OESTERSUND,14.67,63.17,86/05/02,0.101,0.000571,0.000928
1801,SE,22,OESTERSUND,14.67,63.17,86/05/03,0.0225,0.000112,0.000215
1802,SE,22,OESTERSUND,14.67,63.17,86/05/03,0.038,0.000216,0.000366
1803,SE,22,OESTERSUND,14.67,63.17,86/05/04,0.0468,0.000165,0.00025
1804,SE,22,OESTERSUND,14.67,63.17,86/05/06,0.071,0.00317,0.00535
1805,SE,22,OESTERSUND,14.67,63.17,86/05/07,0.161,0.04,0.0742
1806,SE,22,OESTERSUND,14.67,63.17,86/05/09,0.178,0.0256,0.0469
1807,SE,22,OESTERSUND,14.67,63.17,86/05/13,0.0653,0.0252,0.0468
1808,SE,22,OESTERSUND,14.67,63.17,86/05/14,0.00256,0.000541,0.000954
1809,SE,22,OESTERSUND,14.67,63.17,86/05/15,0.00279,0.000304,0.000556
1810,SE,22,OESTERSUND,14.67,63.17,86/05/16,0.00998,0.00197,0.00336
1811,SE,22,OESTERSUND,14.67,63.17,86/05/20,0.00112,0.000687,0.00116
1812,SE,22,STOCKHOLM,18.08,59.33,86/04/28,0.621,0.0339,0.0671
1813,SE,22,STOCKHOLM,18.08,59.33,86/04/28,5.06,0.526,0.948
1814,SE,22,STOCKHOLM,18.08,59.33,86/04/28,11.8,0.926,1.62
1815,SE,22,STOCKHOLM,18.08,59.33,86/04/28,11.6,0.935,1.66
1816,SE,22,STOCKHOLM,18.08,59.33,86/04/28,8.72,0.785,1.4
1817,SE,22,STOCKHOLM,18.08,59.33,86/04/29,6.02,0.611,1.06
1818,SE,22,STOCKHOLM,18.08,59.33,86/04/29,2.65,0.233,0.415
1819,SE,22,STOCKHOLM,18.08,59.33,86/04/29,2.83,0.182,0.306
1820,SE,22,STOCKHOLM,18.08,59.33,86/04/29,4.34,0.306,0.532
1821,SE,22,STOCKHOLM,18.08,59.33,86/04/29,4.97,0.419,0.731
1822,SE,22,STOCKHOLM,18.08,59.33,86/04/29,2.93,0.532,0.884
1823,SE,22,STOCKHOLM,18.08,59.33,86/04/29,2.66,0.558,0.93
1824,SE,22,STOCKHOLM,18.08,59.33,86/04/30,0.971,0.0286,0.0463
1825,SE,22,STOCKHOLM,18.08,59.33,86/04/30,1.68,0.0546,0.0916
1826,SE,22,STOCKHOLM,18.08,59.33,86/04/30,2.39,0.152,0.252
1827,SE,22,STOCKHOLM,18.08,59.33,86/04/30,2.28,0.132,0.219
1828,SE,22,STOCKHOLM,18.08,59.33,86/05/01,0.0733,0.00222,0.0033
1829,SE,22,STOCKHOLM,18.08,59.33,86/05/01,0.0933,0.000854,0.00134
1830,SE,22,STOCKHOLM,18.08,59.33,86/05/02,0.0585,0.000807,0.00109
